"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G36000500251004","360050251004","26","6"
"G36000500251005","360050251005","26","6"
"G36000500251006","360050251006","PH","PH"
"G36000500251007","360050251007","26","6"
"G36000500252001","360050252001","14","4"
"G36000500252002","360050252002","17","5"
"G36000500253001","360050253001","25","6"
"G36000500253002","360050253002","25","6"
"G36000500253003","360050253003","25","6"
"G36000500253004","360050253004","25","6"
"G36000500254001","360050254001","17","5"
"G36000500254002","360050254002","16","4"
"G36000500255001","360050255001","12","3"
"G36000500255002","360050255002","11","3"
"G36000500255003","360050255003","13","4"
"G36000500256001","360050256001","19","5"
"G36000500256002","360050256002","13","4"
"G36000500257001","360050257001","16","4"
"G36000500261001","360050261001","61","8"
"G36000500263001","360050263001","39","7"
"G36000500263002","360050263002","45","7"
"G36000500263003","360050263003","41","7"
"G36000500263004","360050263004","40","7"
"G36000500263005","360050263005","GQ","GQ"
"G36000500264001","360050264001","15","4"
"G36000500264002","360050264002","15","4"
"G36000500264003","360050264003","15","4"
"G36000500264004","360050264004","16","4"
"G36000500265001","360050265001","25","6"
"G36000500265002","360050265002","26","6"
"G36000500265003","360050265003","24","6"
"G36000500265004","360050265004","25","6"
"G36000500266011","360050266011","100","10"
"G36000500266012","360050266012","12","3"
"G36000500266013","360050266013","22","5"
"G36000500266021","360050266021","25","6"
"G36000500266022","360050266022","25","6"
"G36000500266023","360050266023","25","6"
"G36000500266024","360050266024","25","6"
"G36000500266025","360050266025","25","6"
"G36000500267011","360050267011","1","1"
"G36000500267012","360050267012","1","1"
"G36000500267013","360050267013","1","1"
"G36000500267021","360050267021","8","2"
"G36000500267022","360050267022","8","2"
"G36000500267023","360050267023","8","2"
"G36000500267024","360050267024","8","2"
"G36000500267025","360050267025","8","2"
"G36000500267026","360050267026","8","2"
"G36000500269001","360050269001","63","8"
"G36000500269002","360050269002","62","8"
"G36000500269003","360050269003","62","8"
"G36000500273001","360050273001","52","8"
"G36000500273002","360050273002","50","7"
"G36000500273003","360050273003","57","8"
"G36000500273004","360050273004","55","8"
"G36000500274011","360050274011","21","5"
"G36000500274012","360050274012","10","3"
"G36000500274013","360050274013","11","3"
"G36000500274014","360050274014","14","4"
"G36000500274020","360050274020","PH","PH"
"G36000500274021","360050274021","10","3"
"G36000500274022","360050274022","12","3"
"G36000500274023","360050274023","14","4"
"G36000500276000","360050276000","PH","PH"
"G36000500276001","360050276001","PH","PH"
"G36000500277001","360050277001","83","9"
"G36000500277002","360050277002","83","9"
"G36000500277003","360050277003","83","9"
"G36000500277004","360050277004","83","9"
"G36000500279001","360050279001","63","8"
"G36000500279002","360050279002","61","8"
"G36000500279003","360050279003","77","9"
"G36000500279004","360050279004","74","9"
"G36000500279005","360050279005","75","9"
"G36000500279006","360050279006","73","9"
"G36000500281001","360050281001","93","10"
"G36000500281002","360050281002","94","10"
"G36000500281003","360050281003","95","10"
"G36000500283001","360050283001","26","6"
"G36000500283002","360050283002","26","6"
"G36000500284001","360050284001","GQ-PH","GQ-PH"
"G36000500285001","360050285001","29","6"
"G36000500285002","360050285002","29","6"
"G36000500285003","360050285003","29","6"
"G36000500285004","360050285004","29","6"
"G36000500286001","360050286001","14","4"
"G36000500286002","360050286002","15","4"
"G36000500287001","360050287001","11","3"
"G36000500287002","360050287002","11","3"
"G36000500287003","360050287003","11","3"
"G36000500288001","360050288001","11","3"
"G36000500288002","360050288002","11","3"
"G36000500288003","360050288003","11","3"
"G36000500288004","360050288004","11","3"
"G36000500289001","360050289001","52","8"
"G36000500289002","360050289002","48","7"
"G36000500289003","360050289003","41","7"
"G36000500289004","360050289004","45","7"
"G36000500293010","360050293010","PH","PH"
"G36000500293011","360050293011","13","4"
"G36000500293012","360050293012","22","5"
"G36000500293021","360050293021","25","6"
"G36000500293022","360050293022","52","8"
"G36000500293023","360050293023","26","6"
"G36000500293024","360050293024","26","6"
"G36000500295001","360050295001","34","7"
"G36000500295002","360050295002","32","6"
"G36000500295003","360050295003","33","7"
"G36000500295004","360050295004","31","6"
"G36000500296001","360050296001","17","5"
"G36000500296002","360050296002","GQ","GQ"
"G36000500297001","360050297001","30","6"
"G36000500297002","360050297002","29","6"
"G36000500297003","360050297003","30","6"
"G36000500300001","360050300001","16","4"
"G36000500300002","360050300002","16","4"
"G36000500300003","360050300003","16","4"
"G36000500300004","360050300004","16","4"
"G36000500300005","360050300005","16","4"
"G36000500300006","360050300006","16","4"
"G36000500301001","360050301001","40","7"
"G36000500301002","360050301002","GQ","GQ"
"G36000500302011","360050302011","23","5"
"G36000500302012","360050302012","27","6"
"G36000500302013","360050302013","24","6"
"G36000500302021","360050302021","95","10"
"G36000500302022","360050302022","PH","PH"
"G36000500302023","360050302023","98","10"
"G36000500302024","360050302024","100","10"
"G36000500307011","360050307011","24","6"
"G36000500307012","360050307012","21","5"
"G36000500307013","360050307013","21","5"
"G36000500307014","360050307014","20","5"
"G36000500309000","360050309000","PH","PH"
"G36000500309001","360050309001","GQ","GQ"
"G36000500309002","360050309002","2","1"
"G36000500309003","360050309003","30","6"
"G36000500309004","360050309004","28","6"
"G36000500310001","360050310001","7","2"
"G36000500310002","360050310002","GQ","GQ"
"G36000500310003","360050310003","12","3"
"G36000500312001","360050312001","14","4"
"G36000500312002","360050312002","9","3"
"G36000500314001","360050314001","13","4"
"G36000500314002","360050314002","12","3"
"G36000500316001","360050316001","16","4"
"G36000500316002","360050316002","10","3"
"G36000500318001","360050318001","16","4"
"G36000500318002","360050318002","13","4"
"G36000500319000","360050319000","PH","PH"
"G36000500319001","360050319001","GQ-PH","GQ-PH"
"G36000500323001","360050323001","57","8"
"G36000500323002","360050323002","36","7"
"G36000500323003","360050323003","38","7"
"G36000500323004","360050323004","37","7"
"G36000500323005","360050323005","GQ-PH","GQ-PH"
"G36000500324001","360050324001","19","5"
"G36000500324002","360050324002","18","5"
"G36000500326001","360050326001","14","4"
"G36000500326002","360050326002","13","4"
"G36000500326003","360050326003","13","4"
"G36000500328001","360050328001","18","5"
"G36000500328002","360050328002","18","5"
"G36000500328003","360050328003","17","5"
"G36000500328004","360050328004","17","5"
"G36000500330001","360050330001","20","5"
"G36000500330002","360050330002","20","5"
"G36000500330003","360050330003","20","5"
"G36000500330004","360050330004","20","5"
"G36000500332011","360050332011","54","8"
"G36000500332012","360050332012","53","8"
"G36000500332013","360050332013","54","8"
"G36000500332021","360050332021","50","7"
"G36000500332022","360050332022","51","8"
"G36000500332023","360050332023","50","7"
"G36000500332024","360050332024","GQ","GQ"
"G36000500334001","360050334001","PH","PH"
"G36000500335001","360050335001","2","1"
"G36000500335002","360050335002","32","6"
"G36000500335003","360050335003","33","7"
"G36000500336011","360050336011","26","6"
"G36000500336012","360050336012","30","6"
"G36000500336013","360050336013","GQ","GQ"
"G36000500336014","360050336014","29","6"
"G36000500336021","360050336021","25","6"
"G36000500337001","360050337001","53","8"
"G36000500337002","360050337002","6","2"
"G36000500337003","360050337003","5","2"
"G36000500338011","360050338011","13","4"
"G36000500338012","360050338012","11","3"
"G36000500338021","360050338021","23","5"
"G36000500340001","360050340001","15","4"
"G36000500340002","360050340002","17","5"
"G36000500340003","360050340003","16","4"
"G36000500340004","360050340004","13","4"
"G36000500342001","360050342001","20","5"
"G36000500342002","360050342002","16","4"
"G36000500343001","360050343001","11","3"
"G36000500343002","360050343002","12","3"
"G36000500344001","360050344001","18","5"
"G36000500344002","360050344002","21","5"
"G36000500345001","360050345001","19","5"
"G36000500345002","360050345002","17","5"
"G36000500345003","360050345003","18","5"
"G36000500348001","360050348001","19","5"
"G36000500348002","360050348002","19","5"
"G36000500348003","360050348003","19","5"
"G36000500348004","360050348004","19","5"
"G36000500350001","360050350001","15","4"
"G36000500350002","360050350002","17","5"
"G36000500351001","360050351001","GQ","GQ"
"G36000500351002","360050351002","34","7"
"G36000500351003","360050351003","33","7"
"G36000500356001","360050356001","18","5"
"G36000500356002","360050356002","14","4"
"G36000500358001","360050358001","14","4"
"G36000500358002","360050358002","14","4"
"G36000500358003","360050358003","14","4"
"G36000500358004","360050358004","14","4"
"G36000500358005","360050358005","14","4"
"G36000500358006","360050358006","14","4"
"G36000500358007","360050358007","14","4"
"G36000500359001","360050359001","84","10"
"G36000500360001","360050360001","20","5"
"G36000500360002","360050360002","16","4"
"G36000500360003","360050360003","12","3"
"G36000500361001","360050361001","29","6"
"G36000500361002","360050361002","29","6"
"G36000500361003","360050361003","29","6"
"G36000500361004","360050361004","29","6"
"G36000500361005","360050361005","29","6"
"G36000500363001","360050363001","18","5"
"G36000500363002","360050363002","18","5"
"G36000500363003","360050363003","18","5"
"G36000500363004","360050363004","18","5"
"G36000500363005","360050363005","18","5"
"G36000500363006","360050363006","18","5"
"G36000500364001","360050364001","18","5"
"G36000500364002","360050364002","21","5"
"G36000500364003","360050364003","18","5"
"G36000500365011","360050365011","26","6"
"G36000500365012","360050365012","26","6"
"G36000500365013","360050365013","26","6"
"G36000500365021","360050365021","27","6"
"G36000500365022","360050365022","28","6"
"G36000500367001","360050367001","19","5"
"G36000500367002","360050367002","19","5"
"G36000500368001","360050368001","23","5"
"G36000500368002","360050368002","19","5"
"G36000500369011","360050369011","29","6"
"G36000500369012","360050369012","27","6"
"G36000500369021","360050369021","30","6"
"G36000500369022","360050369022","29","6"
"G36000500370001","360050370001","17","5"
"G36000500370002","360050370002","20","5"
"G36000500370003","360050370003","21","5"
"G36000500371001","360050371001","27","6"
"G36000500371002","360050371002","27","6"
"G36000500371003","360050371003","27","6"
"G36000500371004","360050371004","27","6"
"G36000500372001","360050372001","23","5"
"G36000500372002","360050372002","23","5"
"G36000500373001","360050373001","25","6"
"G36000500373002","360050373002","25","6"
"G36000500373003","360050373003","25","6"
"G36000500373004","360050373004","25","6"
"G36000500374001","360050374001","31","6"
"G36000500374002","360050374002","31","6"
"G36000500374003","360050374003","31","6"
"G36000500374004","360050374004","31","6"
"G36000500375041","360050375041","28","6"
"G36000500375042","360050375042","29","6"
"G36000500375043","360050375043","26","6"
"G36000500376001","360050376001","31","6"
"G36000500376002","360050376002","26","6"
"G36000500378001","360050378001","25","6"
"G36000500378002","360050378002","25","6"
"G36000500378003","360050378003","28","6"
"G36000500379001","360050379001","21","5"
"G36000500379002","360050379002","GQ","GQ"
"G36000500379003","360050379003","21","5"
"G36000500379004","360050379004","21","5"
"G36000500379005","360050379005","21","5"
"G36000500380001","360050380001","82","9"
"G36000500380002","360050380002","82","9"
"G36000500380003","360050380003","82","9"
"G36000500380004","360050380004","82","9"
"G36000500381001","360050381001","25","6"
"G36000500381002","360050381002","27","6"
"G36000500381003","360050381003","26","6"
"G36000500381004","360050381004","26","6"
"G36000500381005","360050381005","25","6"
"G36000500381006","360050381006","28","6"
"G36000500382001","360050382001","21","5"
"G36000500382002","360050382002","17","5"
"G36000500383011","360050383011","24","6"
"G36000500383012","360050383012","26","6"
"G36000500383013","360050383013","25","6"
"G36000500383031","360050383031","28","6"
"G36000500383032","360050383032","28","6"
"G36000500383041","360050383041","29","6"
"G36000500385001","360050385001","28","6"
"G36000500385002","360050385002","28","6"
"G36000500385003","360050385003","28","6"
"G36000500385004","360050385004","28","6"
"G36000500386001","360050386001","19","5"
"G36000500386002","360050386002","19","5"
"G36000500386003","360050386003","19","5"
"G36000500386004","360050386004","19","5"
"G36000500386005","360050386005","19","5"
"G36000500386006","360050386006","19","5"
"G36000500386007","360050386007","19","5"
"G36000500386008","360050386008","19","5"
"G36000500387001","360050387001","27","6"
"G36000500387002","360050387002","26","6"
"G36000500387003","360050387003","26","6"
"G36000500388001","360050388001","15","4"
"G36000500388002","360050388002","14","4"
"G36000500389001","360050389001","16","4"
"G36000500389002","360050389002","16","4"
"G36000500389003","360050389003","16","4"
"G36000500389004","360050389004","16","4"
"G36000500389005","360050389005","16","4"
"G36000500390001","360050390001","25","6"
"G36000500390002","360050390002","25","6"
"G36000500391001","360050391001","56","8"
"G36000500391002","360050391002","56","8"
"G36000500391003","360050391003","56","8"
"G36000500391004","360050391004","56","8"
"G36000500391005","360050391005","56","8"
"G36000500391006","360050391006","56","8"
"G36000500392001","360050392001","24","6"
"G36000500392002","360050392002","24","6"
"G36000500393001","360050393001","48","7"
"G36000500393002","360050393002","48","7"
"G36000500393003","360050393003","53","8"
"G36000500393004","360050393004","46","7"
"G36000500393005","360050393005","54","8"
"G36000500393006","360050393006","50","7"
"G36000500394001","360050394001","26","6"
"G36000500394002","360050394002","25","6"
"G36000500394003","360050394003","22","5"
"G36000500394004","360050394004","28","6"
"G36000500395001","360050395001","56","8"
"G36000500395002","360050395002","56","8"
"G36000500395003","360050395003","57","8"
"G36000500395004","360050395004","56","8"
"G36000500396001","360050396001","31","6"
"G36000500396002","360050396002","31","6"
"G36000500396003","360050396003","31","6"
"G36000500396004","360050396004","31","6"
"G36000500397001","360050397001","GQ","GQ"
"G36000500397002","360050397002","27","6"
"G36000500398001","360050398001","17","5"
"G36000500398002","360050398002","24","6"
"G36000500398003","360050398003","27","6"
"G36000500399011","360050399011","27","6"
"G36000500399012","360050399012","27","6"
"G36000500399013","360050399013","27","6"
"G36000500399014","360050399014","27","6"
"G36000500399015","360050399015","27","6"
"G36000500399021","360050399021","26","6"
"G36000500399022","360050399022","26","6"
"G36000500399023","360050399023","25","6"
"G36000500399024","360050399024","25","6"
"G36000500399025","360050399025","25","6"
"G36000500401001","360050401001","28","6"
"G36000500401002","360050401002","28","6"
"G36000500401003","360050401003","28","6"
"G36000500401004","360050401004","27","6"
"G36000500401005","360050401005","28","6"
"G36000500403021","360050403021","26","6"
"G36000500403022","360050403022","26","6"
"G36000500403023","360050403023","26","6"
"G36000500403031","360050403031","23","5"
"G36000500403032","360050403032","22","5"
"G36000500403033","360050403033","24","6"
"G36000500403041","360050403041","28","6"
"G36000500403042","360050403042","26","6"
"G36000500403043","360050403043","29","6"
"G36000500404001","360050404001","17","5"
"G36000500404002","360050404002","17","5"
"G36000500404003","360050404003","17","5"
"G36000500405011","360050405011","12","3"
"G36000500405012","360050405012","12","3"
"G36000500405013","360050405013","12","3"
"G36000500405021","360050405021","19","5"
"G36000500405022","360050405022","19","5"
"G36000500405023","360050405023","19","5"
"G36000500405024","360050405024","19","5"
"G36000500405025","360050405025","19","5"
"G36000500405026","360050405026","19","5"
"G36000500406001","360050406001","14","4"
"G36000500406002","360050406002","16","4"
"G36000500406003","360050406003","16","4"
"G36000500407011","360050407011","26","6"
"G36000500407012","360050407012","26","6"
"G36000500407013","360050407013","25","6"
"G36000500407021","360050407021","20","5"
"G36000500407022","360050407022","20","5"
"G36000500407023","360050407023","20","5"
"G36000500407024","360050407024","20","5"
"G36000500407025","360050407025","20","5"
"G36000500408001","360050408001","17","5"
"G36000500408002","360050408002","17","5"
"G36000500408003","360050408003","17","5"
"G36000500408004","360050408004","17","5"
"G36000500409001","360050409001","25","6"
"G36000500409002","360050409002","25","6"
"G36000500411001","360050411001","16","4"
"G36000500411002","360050411002","18","5"
"G36000500411003","360050411003","17","5"
"G36000500413001","360050413001","24","6"
"G36000500413002","360050413002","24","6"
"G36000500413003","360050413003","24","6"
"G36000500413004","360050413004","25","6"
"G36000500413005","360050413005","24","6"
"G36000500413006","360050413006","24","6"
"G36000500413007","360050413007","23","5"
"G36000500414001","360050414001","21","5"
"G36000500414002","360050414002","18","5"
"G36000500414003","360050414003","21","5"
"G36000500414004","360050414004","21","5"
"G36000500415001","360050415001","63","8"
"G36000500415002","360050415002","63","8"
"G36000500415003","360050415003","63","8"
"G36000500415004","360050415004","63","8"
"G36000500415005","360050415005","63","8"
"G36000500415006","360050415006","63","8"
"G36000500418001","360050418001","23","5"
"G36000500418002","360050418002","23","5"
"G36000500418003","360050418003","23","5"
"G36000500418004","360050418004","23","5"
"G36000500419001","360050419001","25","6"
"G36000500419002","360050419002","25","6"
"G36000500419003","360050419003","26","6"
"G36000500419004","360050419004","26","6"
"G36000500419005","360050419005","26","6"
"G36000500419006","360050419006","26","6"
"G36000500419007","360050419007","25","6"
"G36000500420001","360050420001","17","5"
"G36000500420002","360050420002","17","5"
"G36000500420003","360050420003","17","5"
"G36000500421001","360050421001","57","8"
"G36000500421002","360050421002","57","8"
"G36000500421003","360050421003","57","8"
"G36000500421004","360050421004","57","8"
"G36000500421005","360050421005","57","8"
"G36000500422001","360050422001","20","5"
"G36000500422002","360050422002","21","5"
"G36000500423001","360050423001","18","5"
"G36000500423002","360050423002","18","5"
"G36000500423003","360050423003","18","5"
"G36000500424001","360050424001","20","5"
"G36000500424002","360050424002","18","5"
"G36000500425001","360050425001","32","6"
"G36000500425002","360050425002","32","6"
"G36000500425003","360050425003","32","6"
"G36000500425004","360050425004","32","6"
"G36000500425005","360050425005","32","6"
"G36000500425006","360050425006","32","6"
"G36000500425007","360050425007","32","6"
"G36000500426001","360050426001","17","5"
"G36000500426002","360050426002","20","5"
"G36000500426003","360050426003","17","5"
"G36000500426004","360050426004","15","4"
"G36000500426005","360050426005","17","5"
"G36000500426006","360050426006","16","4"
"G36000500428001","360050428001","16","4"
"G36000500428002","360050428002","21","5"
"G36000500429011","360050429011","10","3"
"G36000500429012","360050429012","10","3"
"G36000500429013","360050429013","11","3"
"G36000500429021","360050429021","16","4"
"G36000500429022","360050429022","16","4"
"G36000500429023","360050429023","15","4"
"G36000500430001","360050430001","15","4"
"G36000500430002","360050430002","17","5"
"G36000500430003","360050430003","13","4"
"G36000500431011","360050431011","27","6"
"G36000500431012","360050431012","27","6"
"G36000500431013","360050431013","27","6"
"G36000500431014","360050431014","27","6"
"G36000500431021","360050431021","74","9"
"G36000500431022","360050431022","74","9"
"G36000500431023","360050431023","74","9"
"G36000500434001","360050434001","19","5"
"G36000500434002","360050434002","24","6"
"G36000500434003","360050434003","13","4"
"G36000500434004","360050434004","20","5"
"G36000500435011","360050435011","28","6"
"G36000500435021","360050435021","PH","PH"
"G36000500435031","360050435031","PH","PH"
"G36000500436001","360050436001","24","6"
"G36000500436002","360050436002","21","5"
"G36000500442001","360050442001","24","6"
"G36000500442002","360050442002","24","6"
"G36000500442003","360050442003","24","6"
"G36000500442004","360050442004","24","6"
"G36000500442005","360050442005","24","6"
"G36000500444001","360050444001","18","5"
"G36000500444002","360050444002","18","5"
"G36000500444003","360050444003","17","5"
"G36000500444004","360050444004","18","5"
"G36000500448001","360050448001","17","5"
"G36000500448002","360050448002","16","4"
"G36000500449011","360050449011","17","5"
"G36000500449012","360050449012","17","5"
"G36000500449021","360050449021","14","4"
"G36000500449022","360050449022","15","4"
"G36000500451011","360050451011","19","5"
"G36000500451012","360050451012","22","5"
"G36000500451021","360050451021","13","4"
"G36000500451022","360050451022","53","8"
"G36000500456001","360050456001","16","4"
"G36000500456002","360050456002","15","4"
"G36000500456003","360050456003","15","4"
"G36000500458001","360050458001","28","6"
"G36000500458002","360050458002","28","6"
"G36000500458003","360050458003","PH","PH"
"G36000500458004","360050458004","28","6"
"G36000500460001","360050460001","21","5"
"G36000500460002","360050460002","30","6"
"G36000500462031","360050462031","100","10"
"G36000500462032","360050462032","100","10"
"G36000500462033","360050462033","GQ","GQ"
"G36000500462041","360050462041","94","10"
"G36000500462042","360050462042","96","10"
"G36000500462043","360050462043","GQ-PH","GQ-PH"
"G36000500462044","360050462044","98","10"
"G36000500462051","360050462051","99","10"
"G36000500462052","360050462052","99","10"
"G36000500462053","360050462053","98","10"
"G36000500462054","360050462054","99","10"
"G36000500462055","360050462055","99","10"
"G36000500462061","360050462061","26","6"
"G36000500462062","360050462062","26","6"
"G36000500462063","360050462063","26","6"
"G36000500462064","360050462064","26","6"
"G36000500462071","360050462071","97","10"
"G36000500462072","360050462072","97","10"
"G36000500462073","360050462073","97","10"
"G36000500462081","360050462081","22","5"
"G36000500462082","360050462082","15","4"
"G36000500462083","360050462083","26","6"
"G36000500462084","360050462084","39","7"
"G36000500462091","360050462091","72","9"
"G36000500462092","360050462092","72","9"
"G36000500462093","360050462093","72","9"
"G36000500484011","360050484011","13","4"
"G36000500484012","360050484012","15","4"
"G36000500484013","360050484013","15","4"
"G36000500484021","360050484021","PH","PH"
"G36000500504000","360050504000","PH","PH"
"G36000500504001","360050504001","PH","PH"
"G36000500516010","360050516010","PH","PH"
"G36000500516011","360050516011","21","5"
"G36000500516012","360050516012","12","3"
"G36000500516013","360050516013","12","3"
"G36000500516014","360050516014","13","4"
"G36000500516015","360050516015","PH","PH"
"G36000500516020","360050516020","PH","PH"
"G36000500516021","360050516021","PH","PH"
"G36000700001001","360070001001","89","10"
"G36000700001002","360070001002","87","10"
"G36000700001003","360070001003","72","9"
"G36000700001004","360070001004","92","10"
"G36000700002001","360070002001","95","10"
"G36000700002002","360070002002","92","10"
"G36000700002003","360070002003","94","10"
"G36000700003001","360070003001","78","9"
"G36000700003002","360070003002","78","9"
"G36000700003003","360070003003","79","9"
"G36000700004001","360070004001","88","10"
"G36000700004002","360070004002","86","10"
"G36000700005001","360070005001","98","10"
"G36000700005002","360070005002","98","10"
"G36000700005003","360070005003","97","10"
"G36000700006001","360070006001","92","10"
"G36000700006002","360070006002","92","10"
"G36000700006003","360070006003","93","10"
"G36000700007001","360070007001","91","10"
"G36000700007002","360070007002","93","10"
"G36000700007003","360070007003","89","10"
"G36000700007004","360070007004","90","10"
"G36000700009001","360070009001","87","10"
"G36000700009002","360070009002","95","10"
"G36000700011001","360070011001","99","10"
"G36000700011002","360070011002","100","10"
"G36000700012001","360070012001","97","10"
"G36000700012002","360070012002","97","10"
"G36000700013001","360070013001","GQ","GQ"
"G36000700013002","360070013002","87","10"
"G36000700013003","360070013003","87","10"
"G36000700013004","360070013004","87","10"
"G36000700014011","360070014011","98","10"
"G36000700014012","360070014012","98","10"
"G36000700014013","360070014013","98","10"
"G36000700014021","360070014021","79","9"
"G36000700014022","360070014022","QDI","QDI"
"G36000700014023","360070014023","79","9"
"G36000700015001","360070015001","81","9"
"G36000700015002","360070015002","67","8"
"G36000700015003","360070015003","53","8"
"G36000700015004","360070015004","72","9"
"G36000700015005","360070015005","72","9"
"G36000700016001","360070016001","70","9"
"G36000700016002","360070016002","66","8"
"G36000700016003","360070016003","56","8"
"G36000700017001","360070017001","97","10"
"G36000700017002","360070017002","90","10"
"G36000700017003","360070017003","78","9"
"G36000700017004","360070017004","95","10"
"G36000700017005","360070017005","98","10"
"G36000700018001","360070018001","95","10"
"G36000700018002","360070018002","90","10"
"G36000700018003","360070018003","90","10"
"G36000700018004","360070018004","86","10"
"G36000700018005","360070018005","89","10"
"G36000700102001","360070102001","81","9"
"G36000700102002","360070102002","81","9"
"G36000700102003","360070102003","81","9"
"G36000700102004","360070102004","82","9"
"G36000700102005","360070102005","79","9"
"G36000700119011","360070119011","78","9"
"G36000700119012","360070119012","83","9"
"G36000700119013","360070119013","87","10"
"G36000700119021","360070119021","72","9"
"G36000700119022","360070119022","87","10"
"G36000700119031","360070119031","85","10"
"G36000700119032","360070119032","87","10"
"G36000700120001","360070120001","73","9"
"G36000700121011","360070121011","44","7"
"G36000700121012","360070121012","70","9"
"G36000700121013","360070121013","60","8"
"G36000700121014","360070121014","74","9"
"G36000700121021","360070121021","58","8"
"G36000700121022","360070121022","53","8"
"G36000700121023","360070121023","76","9"
"G36000700121024","360070121024","50","7"
"G36000700121031","360070121031","79","9"
"G36000700121032","360070121032","64","8"
"G36000700121033","360070121033","73","9"
"G36000700122011","360070122011","88","10"
"G36000700122012","360070122012","68","8"
"G36000700122013","360070122013","79","9"
"G36000700122021","360070122021","61","8"
"G36000700122022","360070122022","83","9"
"G36000700122023","360070122023","96","10"
"G36000700122024","360070122024","81","9"
"G36000700123001","360070123001","84","10"
"G36000700123002","360070123002","75","9"
"G36000700123003","360070123003","64","8"
"G36000700123004","360070123004","73","9"
"G36000700124001","360070124001","77","9"
"G36000700124002","360070124002","78","9"
"G36000700124003","360070124003","78","9"
"G36000700125011","360070125011","68","8"
"G36000700125012","360070125012","69","9"
"G36000700125021","360070125021","77","9"
"G36000700125022","360070125022","80","9"
"G36000700125023","360070125023","68","8"
"G36000700126001","360070126001","59","8"
"G36000700126002","360070126002","73","9"
"G36000700126003","360070126003","77","9"
"G36000700126004","360070126004","85","10"
"G36000700126005","360070126005","91","10"
"G36000700126006","360070126006","93","10"
"G36000700127011","360070127011","83","9"
"G36000700127012","360070127012","78","9"
"G36000700127013","360070127013","74","9"
"G36000700127014","360070127014","87","10"
"G36000700127015","360070127015","69","9"
"G36000700127021","360070127021","76","9"
"G36000700127022","360070127022","65","8"
"G36000700127023","360070127023","40","7"
"G36000700127024","360070127024","61","8"
"G36000700128001","360070128001","88","10"
"G36000700128002","360070128002","87","10"
"G36000700128003","360070128003","83","9"
"G36000700128004","360070128004","GQ","GQ"
"G36000700128005","360070128005","81","9"
"G36000700129001","360070129001","73","9"
"G36000700130001","360070130001","54","8"
"G36000700130002","360070130002","54","8"
"G36000700130003","360070130003","54","8"
"G36000700130004","360070130004","54","8"
"G36000700131001","360070131001","84","10"
"G36000700131002","360070131002","93","10"
"G36000700131003","360070131003","91","10"
"G36000700132011","360070132011","75","9"
"G36000700132012","360070132012","73","9"
"G36000700132021","360070132021","59","8"
"G36000700132022","360070132022","66","8"
"G36000700132023","360070132023","74","9"
"G36000700133011","360070133011","77","9"
"G36000700133012","360070133012","82","9"
"G36000700133013","360070133013","88","10"
"G36000700133014","360070133014","84","10"
"G36000700133015","360070133015","78","9"
"G36000700133031","360070133031","66","8"
"G36000700133032","360070133032","76","9"
"G36000700133041","360070133041","48","7"
"G36000700133042","360070133042","56","8"
"G36000700133043","360070133043","48","7"
"G36000700133044","360070133044","68","8"
"G36000700133045","360070133045","65","8"
"G36000700134001","360070134001","88","10"
"G36000700134002","360070134002","91","10"
"G36000700134003","360070134003","86","10"
"G36000700134004","360070134004","91","10"
"G36000700135001","360070135001","98","10"
"G36000700135002","360070135002","98","10"
"G36000700135003","360070135003","98","10"
"G36000700136001","360070136001","88","10"
"G36000700136002","360070136002","91","10"
"G36000700136003","360070136003","93","10"
"G36000700136004","360070136004","90","10"
"G36000700136005","360070136005","91","10"
"G36000700137001","360070137001","92","10"
"G36000700137002","360070137002","90","10"
"G36000700137003","360070137003","87","10"
"G36000700138001","360070138001","87","10"
"G36000700138002","360070138002","89","10"
"G36000700138003","360070138003","86","10"
"G36000700138004","360070138004","84","10"
"G36000700139001","360070139001","97","10"
"G36000700139002","360070139002","97","10"
"G36000700139003","360070139003","96","10"
"G36000700140001","360070140001","96","10"
"G36000700140002","360070140002","94","10"
"G36000700140003","360070140003","95","10"
"G36000700141001","360070141001","84","10"
"G36000700141002","360070141002","88","10"
"G36000700141003","360070141003","91","10"
"G36000700141004","360070141004","91","10"
"G36000700142001","360070142001","57","8"
"G36000700142002","360070142002","71","9"
"G36000700142003","360070142003","81","9"
"G36000700143011","360070143011","36","7"
"G36000700143012","360070143012","58","8"
"G36000700143013","360070143013","70","9"
"G36000700143014","360070143014","57","8"
"G36000700143015","360070143015","62","8"
"G36000700143021","360070143021","75","9"
"G36000700143022","360070143022","68","8"
"G36000700143023","360070143023","GQ","GQ"
"G36000700144001","360070144001","68","8"
"G36000700144002","360070144002","61","8"
"G36000700144003","360070144003","66","8"
"G36000700144004","360070144004","78","9"
"G36000700144005","360070144005","46","7"
"G36000700145001","360070145001","76","9"
"G36000700145002","360070145002","66","8"
"G36000700145003","360070145003","72","9"
"G36000700145004","360070145004","74","9"
"G36000700146001","360070146001","62","8"
"G36000700146002","360070146002","56","8"
"G36000700146003","360070146003","59","8"
"G36000700146004","360070146004","62","8"
"G36000909400001","360099400001","72","9"
"G36000909400002","360099400002","PH","PH"
"G36000909402001","360099402001","PH","PH"
"G36000909403011","360099403011","99","10"
"G36000909403012","360099403012","95","10"
"G36000909403013","360099403013","92","10"
"G36000909403021","360099403021","97","10"
