"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G36000909403022","360099403022","96","10"
"G36000909403023","360099403023","95","10"
"G36000909601001","360099601001","80","9"
"G36000909601002","360099601002","78","9"
"G36000909601003","360099601003","89","10"
"G36000909602001","360099602001","91","10"
"G36000909602002","360099602002","91","10"
"G36000909602003","360099602003","91","10"
"G36000909602004","360099602004","90","10"
"G36000909603001","360099603001","61","8"
"G36000909603002","360099603002","80","9"
"G36000909603003","360099603003","69","9"
"G36000909603004","360099603004","78","9"
"G36000909604001","360099604001","88","10"
"G36000909604002","360099604002","91","10"
"G36000909604003","360099604003","85","10"
"G36000909604004","360099604004","87","10"
"G36000909605001","360099605001","88","10"
"G36000909605002","360099605002","87","10"
"G36000909605003","360099605003","85","10"
"G36000909605004","360099605004","77","9"
"G36000909605005","360099605005","92","10"
"G36000909606001","360099606001","86","10"
"G36000909606002","360099606002","78","9"
"G36000909606003","360099606003","91","10"
"G36000909606004","360099606004","83","9"
"G36000909607031","360099607031","88","10"
"G36000909607032","360099607032","75","9"
"G36000909607041","360099607041","53","8"
"G36000909607042","360099607042","47","7"
"G36000909608001","360099608001","86","10"
"G36000909608002","360099608002","95","10"
"G36000909608003","360099608003","88","10"
"G36000909608004","360099608004","90","10"
"G36000909610001","360099610001","88","10"
"G36000909610002","360099610002","79","9"
"G36000909610003","360099610003","77","9"
"G36000909610004","360099610004","74","9"
"G36000909611001","360099611001","76","9"
"G36000909611002","360099611002","89","10"
"G36000909611003","360099611003","67","8"
"G36000909611004","360099611004","68","8"
"G36000909612001","360099612001","88","10"
"G36000909612002","360099612002","88","10"
"G36000909612003","360099612003","88","10"
"G36000909612004","360099612004","88","10"
"G36000909613011","360099613011","79","9"
"G36000909613012","360099613012","94","10"
"G36000909613021","360099613021","GQ","GQ"
"G36000909613022","360099613022","81","9"
"G36000909614001","360099614001","84","10"
"G36000909614002","360099614002","87","10"
"G36000909614003","360099614003","87","10"
"G36000909614004","360099614004","83","9"
"G36000909615001","360099615001","87","10"
"G36000909615002","360099615002","95","10"
"G36000909616001","360099616001","94","10"
"G36000909616002","360099616002","93","10"
"G36000909616003","360099616003","96","10"
"G36000909616004","360099616004","94","10"
"G36000909617001","360099617001","98","10"
"G36000909617002","360099617002","98","10"
"G36000909617003","360099617003","98","10"
"G36000909618001","360099618001","84","10"
"G36000909618002","360099618002","94","10"
"G36000909618003","360099618003","79","9"
"G36000909618004","360099618004","89","10"
"G36000909618005","360099618005","92","10"
"G36000909618006","360099618006","83","9"
"G36000909622001","360099622001","84","10"
"G36000909622002","360099622002","80","9"
"G36000909622003","360099622003","83","9"
"G36000909622004","360099622004","87","10"
"G36001100401011","360110401011","76","9"
"G36001100401012","360110401012","75","9"
"G36001100401021","360110401021","82","9"
"G36001100401022","360110401022","80","9"
"G36001100401023","360110401023","73","9"
"G36001100402011","360110402011","65","8"
"G36001100402012","360110402012","73","9"
"G36001100402013","360110402013","71","9"
"G36001100402021","360110402021","81","9"
"G36001100402022","360110402022","68","8"
"G36001100403001","360110403001","83","9"
"G36001100403002","360110403002","80","9"
"G36001100403003","360110403003","87","10"
"G36001100403004","360110403004","87","10"
"G36001100404001","360110404001","70","9"
"G36001100404002","360110404002","67","8"
"G36001100404003","360110404003","82","9"
"G36001100405001","360110405001","80","9"
"G36001100405002","360110405002","62","8"
"G36001100405003","360110405003","65","8"
"G36001100406001","360110406001","37","7"
"G36001100406002","360110406002","71","9"
"G36001100406003","360110406003","45","7"
"G36001100407001","360110407001","52","8"
"G36001100407002","360110407002","47","7"
"G36001100407003","360110407003","29","6"
"G36001100407004","360110407004","54","8"
"G36001100408001","360110408001","71","9"
"G36001100408002","360110408002","GQ","GQ"
"G36001100408003","360110408003","59","8"
"G36001100408004","360110408004","71","9"
"G36001100409001","360110409001","75","9"
"G36001100409002","360110409002","65","8"
"G36001100409003","360110409003","68","8"
"G36001100409004","360110409004","70","9"
"G36001100410011","360110410011","71","9"
"G36001100410012","360110410012","80","9"
"G36001100410013","360110410013","44","7"
"G36001100410021","360110410021","56","8"
"G36001100410022","360110410022","GQ","GQ"
"G36001100411011","360110411011","52","8"
"G36001100411012","360110411012","57","8"
"G36001100411013","360110411013","41","7"
"G36001100411021","360110411021","60","8"
"G36001100411022","360110411022","68","8"
"G36001100412011","360110412011","66","8"
"G36001100412012","360110412012","64","8"
"G36001100412021","360110412021","68","8"
"G36001100412022","360110412022","71","9"
"G36001100412023","360110412023","63","8"
"G36001100413001","360110413001","92","10"
"G36001100413002","360110413002","92","10"
"G36001100413003","360110413003","87","10"
"G36001100413004","360110413004","88","10"
"G36001100413005","360110413005","92","10"
"G36001100414001","360110414001","84","10"
"G36001100414002","360110414002","83","9"
"G36001100414003","360110414003","89","10"
"G36001100414004","360110414004","87","10"
"G36001100415001","360110415001","82","9"
"G36001100415002","360110415002","79","9"
"G36001100415003","360110415003","81","9"
"G36001100415004","360110415004","81","9"
"G36001100416001","360110416001","71","9"
"G36001100416002","360110416002","69","9"
"G36001100416003","360110416003","88","10"
"G36001100417001","360110417001","77","9"
"G36001100417002","360110417002","80","9"
"G36001100417003","360110417003","84","10"
"G36001100417004","360110417004","80","9"
"G36001100417005","360110417005","75","9"
"G36001100418001","360110418001","72","9"
"G36001100418002","360110418002","80","9"
"G36001100418003","360110418003","73","9"
"G36001100418004","360110418004","GQ","GQ"
"G36001100418005","360110418005","81","9"
"G36001100421001","360110421001","96","10"
"G36001100421002","360110421002","96","10"
"G36001100421003","360110421003","GQ","GQ"
"G36001109902000","360119902000","PH","PH"
"G36001300301001","360130301001","89","10"
"G36001300301002","360130301002","97","10"
"G36001300301003","360130301003","100","10"
"G36001300301004","360130301004","99","10"
"G36001300302001","360130302001","85","10"
"G36001300302002","360130302002","87","10"
"G36001300302003","360130302003","98","10"
"G36001300302004","360130302004","95","10"
"G36001300302005","360130302005","100","10"
"G36001300303001","360130303001","100","10"
"G36001300303002","360130303002","100","10"
"G36001300304001","360130304001","92","10"
"G36001300304002","360130304002","89","10"
"G36001300304003","360130304003","91","10"
"G36001300304004","360130304004","96","10"
"G36001300305001","360130305001","100","10"
"G36001300305002","360130305002","100","10"
"G36001300305003","360130305003","100","10"
"G36001300305004","360130305004","100","10"
"G36001300305005","360130305005","100","10"
"G36001300306001","360130306001","100","10"
"G36001300306002","360130306002","100","10"
"G36001300306003","360130306003","100","10"
"G36001300306004","360130306004","96","10"
"G36001300307001","360130307001","93","10"
"G36001300307002","360130307002","99","10"
"G36001300307003","360130307003","96","10"
"G36001300307004","360130307004","92","10"
"G36001300307005","360130307005","86","10"
"G36001300308001","360130308001","94","10"
"G36001300308002","360130308002","95","10"
"G36001300308003","360130308003","93","10"
"G36001300308004","360130308004","94","10"
"G36001300308005","360130308005","93","10"
"G36001300351001","360130351001","81","9"
"G36001300351002","360130351002","79","9"
"G36001300351003","360130351003","73","9"
"G36001300351004","360130351004","85","10"
"G36001300351005","360130351005","85","10"
"G36001300353001","360130353001","72","9"
"G36001300353002","360130353002","66","8"
"G36001300354001","360130354001","99","10"
"G36001300354002","360130354002","96","10"
"G36001300354003","360130354003","96","10"
"G36001300355001","360130355001","94","10"
"G36001300355002","360130355002","96","10"
"G36001300355003","360130355003","95","10"
"G36001300356001","360130356001","90","10"
"G36001300356002","360130356002","92","10"
"G36001300356003","360130356003","90","10"
"G36001300357001","360130357001","93","10"
"G36001300357002","360130357002","89","10"
"G36001300357003","360130357003","87","10"
"G36001300358001","360130358001","70","9"
"G36001300358002","360130358002","80","9"
"G36001300358003","360130358003","92","10"
"G36001300358004","360130358004","85","10"
"G36001300359011","360130359011","66","8"
"G36001300359012","360130359012","61","8"
"G36001300359013","360130359013","77","9"
"G36001300359021","360130359021","GQ","GQ"
"G36001300360001","360130360001","65","8"
"G36001300360002","360130360002","65","8"
"G36001300360003","360130360003","73","9"
"G36001300360004","360130360004","83","9"
"G36001300361001","360130361001","88","10"
"G36001300361002","360130361002","64","8"
"G36001300361003","360130361003","89","10"
"G36001300361004","360130361004","89","10"
"G36001300363001","360130363001","81","9"
"G36001300363002","360130363002","86","10"
"G36001300363003","360130363003","83","9"
"G36001300364011","360130364011","GQ","GQ"
"G36001300364012","360130364012","76","9"
"G36001300364013","360130364013","74","9"
"G36001300364014","360130364014","76","9"
"G36001300364021","360130364021","74","9"
"G36001300364022","360130364022","76","9"
"G36001300364023","360130364023","71","9"
"G36001300364024","360130364024","88","10"
"G36001300365001","360130365001","97","10"
"G36001300365002","360130365002","78","9"
"G36001300365003","360130365003","92","10"
"G36001300365004","360130365004","83","9"
"G36001300366001","360130366001","91","10"
"G36001300366002","360130366002","85","10"
"G36001300366003","360130366003","71","9"
"G36001300367001","360130367001","90","10"
"G36001300367002","360130367002","73","9"
"G36001300367003","360130367003","78","9"
"G36001300368011","360130368011","79","9"
"G36001300368012","360130368012","76","9"
"G36001300368013","360130368013","71","9"
"G36001300368021","360130368021","86","10"
"G36001300368022","360130368022","82","9"
"G36001300369011","360130369011","81","9"
"G36001300369012","360130369012","82","9"
"G36001300369021","360130369021","55","8"
"G36001300369022","360130369022","59","8"
"G36001300369023","360130369023","66","8"
"G36001300369024","360130369024","24","6"
"G36001300370001","360130370001","62","8"
"G36001300370002","360130370002","73","9"
"G36001300370003","360130370003","68","8"
"G36001300371001","360130371001","67","8"
"G36001300371002","360130371002","87","10"
"G36001300371003","360130371003","94","10"
"G36001300371004","360130371004","68","8"
"G36001300372001","360130372001","95","10"
"G36001300372002","360130372002","89","10"
"G36001300372003","360130372003","81","9"
"G36001300372004","360130372004","70","9"
"G36001300373001","360130373001","86","10"
"G36001300373002","360130373002","89","10"
"G36001300373003","360130373003","93","10"
"G36001300373004","360130373004","85","10"
"G36001300374001","360130374001","83","10"
"G36001300374002","360130374002","87","10"
"G36001300374003","360130374003","91","10"
"G36001300375001","360130375001","80","9"
"G36001300375002","360130375002","83","10"
"G36001300375003","360130375003","71","9"
"G36001300376001","360130376001","83","10"
"G36001300376002","360130376002","88","10"
"G36001309900000","360139900000","PH","PH"
"G36001500001001","360150001001","98","10"
"G36001500001002","360150001002","99","10"
"G36001500001003","360150001003","98","10"
"G36001500002001","360150002001","94","10"
"G36001500002002","360150002002","90","10"
"G36001500003001","360150003001","GQ-PH","GQ-PH"
"G36001500004001","360150004001","88","10"
"G36001500004002","360150004002","95","10"
"G36001500004003","360150004003","87","10"
"G36001500005001","360150005001","80","9"
"G36001500005002","360150005002","84","10"
"G36001500005003","360150005003","90","10"
"G36001500006001","360150006001","GQ","GQ"
"G36001500006002","360150006002","95","10"
"G36001500006003","360150006003","97","10"
"G36001500007001","360150007001","98","10"
"G36001500007002","360150007002","98","10"
"G36001500007003","360150007003","98","10"
